,,,🔒 Дополнительная информация от WB,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,📌 Актуальную информацию нужно взять тут.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,🗓️ Последнее обновление:,,10.11.2025,,,,,,,,🗓️ Последнее обновление:,,15.09.2025
,Коэффициенты складов,,,,,,,,Стоимость логистики и хранения,,,,,,
,,,,"Доставка 1 л., ₽","Доставка каждого доп. л., ₽","Хранение 1 л., ₽","Хранение каждого доп. л., ₽",,,"Доставка
1 л, ₽","Доставка каждого доп л, ₽","Хранение
1 л, ₽","Хранение каждого доп л, ₽","Хранение
1 монопалеты, ₽","От клиента, ₽"
,,Короб,Макс. из наших,138,42,"0,24","0,24",,Короб,46,14,"0,08","0,08",0,50
,,Моно,Макс. из наших,115,35,65,0,,Моно,46,14,0,0,23,50
,,,,,,,,,,,,,,,
,FALSE,Короб,СЦ Белая Дача,"94,3","28,7","0,16","0,16",,Конструктор тарифов,,,,,,
,FALSE,Короб,СЦ Ростов-на-Дону,"80,5","24,5","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Владикавказ,"59,8","18,2","0,1","0,1",,,,,Опций,Внешка,,
,FALSE,Короб,СЦ Липецк,"73,6","22,4","0,13","0,13",,Запрос вывода денег в любой день,,,1,FALSE,Опция,"2,50%"
,FALSE,Короб,СЦ Новосибирск Пасечная,161,49,"0,28","0,28",,Отключение похожих товаров других продавцов в ваших карточках товаров,,,1,FALSE,Опция,"2,50%"
,FALSE,Короб,СЦ Ижевск,"73,6","22,4","0,13","0,13",,Повышение позиции товара в поиске и каталоге,,,1,FALSE,Опция,"2,30%"
,FALSE,Короб,СЦ Омск,"73,6","22,4","0,13","0,13",,Автозапуск видео в каталоге,,,1,FALSE,Опция,"1,50%"
,TRUE,Короб,СЦ Хабаровск,"87,4","26,6","0,15","0,15",,Подписка «Джем»,,,1,FALSE,Опция,"1,50%"
,FALSE,Короб,СЦ Астрахань,"73,6","22,4","0,13","0,13",,Отключение графика изменения цены в карточках товаров,,,1,FALSE,Опция,"1,50%"
,FALSE,Короб,СЦ Чита 2,"59,8","18,2","0,1","0,1",,Пробные закупки собственных товаров,,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,СЦ Уфа,"96,6","29,4","0,17","0,17",,Акцентные цвета карточки товара,,,1,FALSE,Опция,"1,00%"
,FALSE,Короб,СЦ Шымкент,"52,9","16,1","0,09","0,09",,Автозапуск видео в карточках товаров,,,1,FALSE,Опция,"1,00%"
,FALSE,Короб,СЦ Томск,92,28,"0,16","0,16",,Закрепление отзыва,,,1,FALSE,Опция,"1,00%"
,FALSE,Короб,СЦ Челябинск 2,"82,8","25,2","0,14","0,14",,Дополнительная защита от массовых заказов конкурентов,,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,Санкт-Петербург СГТ,"48,3","14,7","0,08","0,08",,"Чат с покупателем, оставившим отзыв",,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,Ярославль СГТ,46,14,"0,08","0,08",,Статус Премиум-продавца,,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,Ташкент 1,46,14,"0,08","0,08",,Дополнительный отчёт «Поисковые запросы: ваши товары»,,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,СЦ Чебоксары 2,"78,2","23,8","0,14","0,14",,Показ и генерация рич-контента без ограничений,,,1,FALSE,Опция,"0,70%"
,FALSE,Короб,СЦ Ульяновск,"82,8","25,2","0,14","0,14",,Рекомендации по рыночной цене,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Обухово,"78,2","23,8","0,14","0,14",,Улучшение качества фото и видео,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,СЦ Курск,"73,6","22,4","0,13","0,13",,ИИ-ответы на отзывы и вопросы,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Алматы Атакент,"66,7","20,3","0,12","0,12",,Самостоятельная приёмка в СЦ для модели «Маркетплейс»,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,СЦ Иркутск,"78,2","23,8","0,14","0,14",,Перераспределение остатков между складами,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Софрино СГТ,"43,7","13,3","0,08","0,08",,Доступ к курсам Pro WB,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,СЦ Мурманск,"75,9","23,1","0,13","0,13",,Приоритетная персональная поддержка,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Радумля СГТ,"43,7","13,3","0,08","0,08",,Приоритетное рассмотрение жалоб на отзывы,,,1,FALSE,Опция,"0,50%"
,TRUE,Короб,Краснодар (Тихорецкая),"75,9","23,1","0,13","0,13",,Пропуск цели в программе лояльности,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Челябинск СГТ,46,14,"0,08","0,08",,Генерация описаний без ограничений,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,СЦ Крыловская,"64,4","19,6","0,12","0,12",,Персональное рассмотрение жалоб на подозрение в мошенничестве,,,1,FALSE,Опция,"0,25%"
,FALSE,Короб,СЦ Вологда 2,"85,1","25,9","0,15","0,15",,Блок «Продавец рекомендует» в карточке товара,,,1,FALSE,Опция,"1,50%"
,FALSE,Короб,Белые Столбы,"128,8","39,2","0,22","0,22",,Выходные дни для склада продавца по модели «Маркетплейс»,,,1,FALSE,Опция,"0,50%"
,FALSE,Короб,Екатеринбург - Перспективный 12/2,"55,2","16,8","0,15","0,15",,Автоматический вывод денег на счёт WB Банка,,,1,FALSE,Опция,"2,00%"
,FALSE,Короб,Кузнецк СГТ,46,14,"0,08","0,08",,Закрепление второго отзыва,,,1,FALSE,Опция,"0,75%"
,FALSE,Короб,Сц Брянск 2,"71,3","21,7","0,12","0,12",,Общий рейтинг по карточке,,,1,FALSE,Опция,"0,75%"
,TRUE,Короб,Электросталь,"78,2","23,8","0,14","0,14",,Отложенная публикация негативных отзывов,,,1,FALSE,Опция,"1,00%"
,FALSE,Короб,СЦ Абакан 2,92,28,"0,16","0,16",,Рейтинг+,,,5,FALSE,Пакет,"2,50%"
,FALSE,Короб,СЦ Смоленск 3,"73,6","22,4","0,13","0,13",,"Промо премиум 2,35%",,,5,TRUE,Пакет,"2,35%"
,FALSE,Короб,СЦ Пермь 2,"75,9","23,1",30.12,"0,13",,Промо+ 2%,,,6,TRUE,Пакет,"2,00%"
,TRUE,Короб,Коледино,92,28,"0,16","0,16",,Промо 2%,,,6,TRUE,Пакет,"2,00%"
,FALSE,Короб,Рязань (Тюшевское),"64,4","19,6","0,11","0,11",,Суперпродавец,,,4,FALSE,Пакет,"4,50%"
,FALSE,Короб,Новосемейкино,"39,1","11,9","0,14","0,14",,Суперкарточка,,,6,FALSE,Пакет,"4,50%"
,FALSE,Короб,Воронеж,"34,5","10,5","0,13","0,13",,Джем+,,,4,FALSE,Пакет,"4,00%"
